amount,avatarUrl,bidAmountAverage,bidDurationAverage,feeRate,funding,introduction,isOpen,nickName,overdueRate30,overdueRate30AverageStr,overdueRate60,overdueRate60AverageStr,overdueRate90,overdueRate90AverageStr,plannerName,rate,runDays,strategyId,strategyTitle,strategyType
200,https://jc01.info.user.ppdai.com/ff2d80b70ca94c33b0c491beff8efe3f.jpg,32561684.4667,7,0.0,199,六月9%起投，最大限度保证资金不站岗。,0,海边的云,0,--,0,--,0,--,,0.1035,7,5596,豪叔赔标快投一号,0
200,https://jc01.info.user.ppdai.com/600bc6ac29ee45e8a603924c6535ce23.jpg,31981827.0,7,0.0,199,赔标风险低，选取最高收益的标的,0,独狼,0,--,0,--,0,--,,0.1036,37,4218,赔标高收益,0
200,https://jc01.info.user.ppdai.com/14d28fd4818a467fa3a6cd51b17db59e.jpg,13484733.2333,9,0.0,199,第一次借款，来提高提前还款的概率，从而整体拉高收益率。,0,童话,0,--,0,--,0,--,,0.1039,139,2238,第一次借款,0
200,https://jc01.info.user.ppdai.com/dc2e1298a3bd4003adc98062999d7f32.jpg,8006920.9,6,0.0,199,学历认证，负债率低，小额借款，良好信誉,0,周秦汉唐,0,--,0,--,0,--,,0.1031,63,3632,学历低负债高信誉,0
200,https://jc01.info.user.ppdai.com/eea49472f95645d1bebb7953f514d733.JPG,6211981.5,6,0.0,199,短期快回收，青春女性逾期少、易催收。,0,我心飞翔,0,--,0,--,0,--,,0.1034,98,3184,六月青春女,0
200,https://jc01.info.user.ppdai.com/d496785496ed45089108c5683f63e482.jpg,3657892.0,6,0.0,199,控制短期借款金额、总负债金额，享受提前还款一个月利息收益，提高综合收益,1,hansgang,0,--,0,--,0,--,,0.1032,34,4503,短期提前还赔标策略,0
200,https://jc01.info.user.ppdai.com/dc4cf959aeec4573ae5be071485a2b8f.JPG,31981827.0,7,0.0,198,好赔标,0,hzzkf,0,--,0,--,0,--,,0.1036,57,3713,好赔标,0
200,https://jc01.info.user.ppdai.com/7c250a53f1064b5884b90c57c0017159.jpg,31981827.0,7,0.0,198,自用赔标,0,amelia336,0,--,0,--,0,--,,0.1036,56,3726,自用赔标,0
200,https://jc01.info.user.ppdai.com/c5898109af3f4accac22cab2a5fb224a.jpg,31981827.0,7,0.0,198,主投市场主流陪标,0,策略大师,0,--,0,--,0,--,,0.1036,41,4047,陪标主流策略,0
200,https://jc01.info.user.ppdai.com/132170f3c6a5407c809344cec9a5c8f2.jpg,22549713.4,6,0.0,198,选投6个月期限的AA标,0,无明,0,--,0,--,0,--,,0.1032,30,4492,六月飞雪,0
200,https://jc01.info.user.ppdai.com/7dc0577b24b54f8d9e98007903d27c72.jpg,9432000.2667,12,0.0,198,只投9月以上高息赔标,0,拍拍乐,0,--,0,--,0,--,,0.1053,29,4617,辽宁号之9月高息赔标,0
200,https://jc01.info.user.ppdai.com/2ecb465c30c94049ac1cd802c43ae677.jpg,7577185.6,6,0.0,198,6月以内的短期非首贷0逾赔标，用于加仓和消券比较合适。,0,老师付,0,--,0,--,0,--,,0.1034,58,3689,6月0逾,0
200,https://jc01.info.user.ppdai.com/776d3f1aa34b4e3b87ab40f7ee4520a3.jpg,7276298.7,6,0.0,198,短期陪标，1-6个月，第一次借款,0,分分添财,0,--,0,--,0,--,,0.1027,36,4391,短期陪标首借,0
200,https://jc01.info.user.ppdai.com/50ae275c8a044169af9f8c6098c555fb.jpg,1333138.0,12,0.0,198,AA赔标策略,0,流苏,0,--,0,--,0,--,,0.1053,34,4484,水云间赔标策略,0
200,https://jc01.info.user.ppdai.com/f17f0423859746f0a8a5df00345dd987.jpg,31981827.0,7,0.0,197,其他条件无限制,0,开心奶爸,0,--,0,--,0,--,,0.1036,9,5387,6月以上高利率陪标,0
200,https://jc01.info.user.ppdai.com/8366276e235649bc90c10ff1416d3fc6.jpg,9432000.2667,12,0.0,197,大富系列，赔标精选,0,拍大富,0,--,0,--,0,--,,0.1053,41,4048,大富9-36月赔标,0
200,https://jc01.info.user.ppdai.com/851279a87aa44765b9dee19b74c70454.jpg,14680031.1,6,0.0,193,主投短周期标，增加复投以提高收益,0,向内行走,0,--,0,--,0,--,,0.105,69,3580,北斗优选AA,0
200,https://jc01.info.user.ppdai.com/ed45a6c0b57c41569976dd763b77a273.jpg,4059741.1333,12,0.0,184,女赔标,0,seset,0,--,0,--,0,--,,0.1053,27,4760,窈窕淑女@稳固收益,0
200,https://jc01.info.user.ppdai.com/f44d7aa1b0574a00be0862f5f85bfe07.jpg,31900800.4667,7,0.0,173,省力、省心、收益稳定,0,风雨无阻,0,--,0,--,0,--,,0.1036,37,4258,风雨彩虹（赔标）,0
200,https://jc01.info.user.ppdai.com/d08ccacf08a246ed949ccb4440d9ee74.jpg,1403400.1333,6,0.0,161,信用标荒，不时之需,0,BW之一念之间,0,--,0,--,0,--,,0.1027,29,4592,BW之不时之需,0
200,https://jc01.info.user.ppdai.com/b2a417e013f14f69ae44b7232546e830.JPG,22549036.4667,6,0.0,160,短期陪标策略，防止资金站岗。,0,虔诚的Rumi,0,--,0,--,0,--,,0.1032,6,5615,Alpha_v3,0
200,https://jc01.info.user.ppdai.com/ddd4e77f68e1490397f66510d3bda2bc.jpg,32680616.7333,7,0.0,128,省心省力，资金不站岗。,0,Garrett,0,--,0,--,0,--,,0.1034,2,5740,布衣省力,0
200,https://jc01.info.user.ppdai.com/2289298cdedf415e8416e0e1b6e3d4c2.jpg,31981827.0,7,0.0,128,陪标策略，稳健为主。,0,传奇,0,--,0,--,0,--,,0.1036,6,5633,传奇陪标10号,0
200,https://jc01.info.user.ppdai.com/5cd43279b24746f39b89abdcc3d38f89.jpg,4794300.4333,6,0.0,83,短期赔资金周转快，解决资金站岗,0,重剑无锋,0,--,0,--,0,--,,0.1027,2,5779,六月以下短期赔,0
200,https://jc01.info.user.ppdai.com/72d4933d300a4c90b4c58f2f6b1e3170.jpg,9420633.2,12,0.0,81,12月长赔标,0,化学键,0,--,0,--,0,--,,0.1053,16,4842,瞎投赔标,0
200,https://jc01.info.user.ppdai.com/8899a28cd1a04f63aee0cb1fb920a71d.png,23804967.8333,8,0.0,78,一年内赔标,0,一起成长,0,--,0,--,0,--,,0.105,37,4324,一年内赔标,0
200,https://jc01.info.user.ppdai.com/3ae9c773ebfe4d1ca0692116167c3815.jpg,31981827.0,7,0.0,70,利率10.5起投，借款金额小于1万元，期限不限,0,光明使者,0,--,0,--,0,--,,0.1036,24,4829,小额陪标,0
200,https://jc01.info.user.ppdai.com/5f825251dc35470182f0c8ca2f58d82c.PNG,4844062.4333,6,0.0,70,精选六月期限赔标,0,西虹剑客,0,--,0,--,0,--,,0.1029,5,5696,西虹6月赔,0
200,https://jc01.info.user.ppdai.com/c95dc71eed624a81824290ca2238b3a2.jpg,32561684.4667,7,0.0,58,6月以上陪标,0,银河飞沙,0,--,0,--,0,--,,0.1035,2,5780,银河赔标,0
200,https://jc01.info.user.ppdai.com/f94db2b9db604e3c8cceb615c198b9fa.jpg,31981827.0,7,0.0,57,容易投,0,春华秋实,0,--,0,--,0,--,,0.1036,5,5712,春华秋实赔标,0
200,https://jc01.info.user.ppdai.com/55e7672a7c8147618d5fe6fb4a29b75c.jpg,24100664.3,8,0.0,54,尽量选择高收益的AA赔标，同时从时间跨度上做一些控制。,0,南有乔木,0,--,0,--,0,--,,0.1051,40,4159,他山之石,0
200,https://jc01.info.user.ppdai.com/19aa7395d8f245838cf39de2406f9087.jpg,10839661.0667,7,0.0,52,借款期限1-12个月，仅出借给年轻人。赔标不怕年轻人逾期，喜欢年轻人提前还款,0,圆满收益,0,--,0,--,0,--,,0.1036,40,4141,小年轻还的快,0
200,https://jc01.info.user.ppdai.com/9ed49528261e4a0097a41efe15b574bf.jpg,1071658.0,6,0.0,52,多次借款的AA标，小额多次借款,0,sk632,0,--,0,--,0,--,,0.1032,34,4023,陪标挖掘,0
200,https://jc01.info.user.ppdai.com/f2066e576941496caa1cdfd204aeac2b.jpg,12652615.3,6,0.0,47,"3-6月 AA标, 短期高息快回款，定活两便 好开心！",0,财富这边独好,0,--,0,--,0,--,,0.1031,29,4583,高息快转天天赚,0
200,https://jc01.info.user.ppdai.com/c209170f7fa94c4294923f92e9f93619.JPG,9420746.5333,12,0.0,46,投12月以上高息标,0,山里人,0,--,0,--,0,--,,0.1053,16,5056,长期高息好转让,0
200,https://jc01.info.user.ppdai.com/b28a510f211e479ca53949bf074a849d.jpg,9406230.8667,12,0.0,46,活动专用,0,人生如梦,0,--,0,--,0,--,,0.1053,16,4996,「大于12月陪标」,0
200,https://jc01.info.user.ppdai.com/a8aa80a0f4f24b7d85cdab7ee4821baf.jpg,31981827.0,7,0.0,41,陪标，筛选条件较宽，标量多多益善。,0,大巧不工,0,--,0,--,0,--,,0.1036,8,5553,自用陪标,0
200,https://jc01.info.user.ppdai.com/b1b65a36aff0445a82372c9e8cb03bc6.png,22549713.4,6,0.0,41,为喜欢陪标的朋友提供方便,0,问道于风,0,--,0,--,0,--,,0.1032,27,4621,免费陪标,0
200,https://jc01.info.user.ppdai.com/7a7f0b7311e9421bbe11cbceeb78bca2.png,10096394.1667,7,0.0,41,致富赔,0,诚实豆沙包,0,--,0,--,0,--,,0.1035,14,5256,提前还款赔,0
200,https://jc01.info.user.ppdai.com/fb870de22be449b5b4db83a46fe22bac.jpg,6629376.6333,6,0.0,38,6月女赔，后宫爱好者最爱,0,叶叶,0,--,0,--,0,--,,0.1034,16,5106,6月女赔,0
200,https://jc01.info.user.ppdai.com/ff111ec68f06493b9a58b4dc78b3e763.png,3274094.5,12,0.0,37,所有我设置的维度都公示了，自己看吧，看不懂的再来问我！,0,熬胶,0,--,0,--,0,--,,0.1052,15,5196,十二月赔——驴托,0
200,https://jc01.info.user.ppdai.com/5c9bc6ecdf4f4e8382daa7f3dec5ad19.jpg,4052017.1333,6,0.0,36,短期赔标，替代活期,0,修生养息,0,--,0,--,0,--,,0.1033,70,3568,短期赔标,0
200,https://jc01.info.user.ppdai.com/4eb3448966f04670b3e0f87681abfe61.jpg,1937116.2667,6,0.0,34,稳了，稳了。,0,道法自然,0,--,0,--,0,--,,0.1027,5,5676,稳了,0
200,https://jc01.info.user.ppdai.com/3406442d5e864de0a5e8d6f96044eb7b.jpg,32680616.7333,7,0.0,33,标荒过度,0,淡墨,0,--,0,--,0,--,,0.1034,1,5852,标荒过度,0
200,https://jc01.info.user.ppdai.com/887212e8063242c39fa0d6a5c3947a47.JPG,7314900.5,6,0.0,33,回款快，滚动利率高。,0,砥砺前行,0,--,0,--,0,--,,0.1034,16,4973,1-6月短期女标,0
200,https://jc01.info.user.ppdai.com/3ded348f18a04ecfa5b7e308c49f50b5.jpg,1575274.1667,6,0.0,33,短期6月陪标，优选首次低借款，以提高提前还款概率。,0,紫电青鱼,0,--,0,--,0,--,,0.103,29,4635,六月飞标,0
200,https://jc01.info.user.ppdai.com/7e55f1d1b4f54525991fe55b9b84f330.jpg,3570246.4333,8,0.0,32,通过多个维度设定提高秒还概率，使消卷、复投更快，复利更高,0,完美宇宙,0,--,0,--,0,--,,0.1036,34,4471,完美宇宙陪标,0
200,https://jc01.info.user.ppdai.com/fc2ec0c3ba7148c99e5a2e0c0cca5d6b.jpg,2252259.6667,6,0.0,31,6月、小额度、首次借款,0,希望的光,0,--,0,--,0,--,,0.1028,7,5566,6月小额首借赔标,0
200,https://jc01.info.user.ppdai.com/e1800735498a4c1da8c328c0e24b2c4f.jpg,10554247.6,6,0.0,30,无长期逾期的陪标策略，降低逾期风险。,0,行大运,0,--,0,--,0,--,,0.105,98,3140,行大运的陪标3,0
200,https://jc01.info.user.ppdai.com/bdb94e2713454f65b14d97c166d27429.jpg,32560635.5667,7,0.0,29,大标量赔标策略。,0,持之以恒,0,--,0,--,0,--,,0.1035,1,5863,大平洋一号,0
200,https://jc01.info.user.ppdai.com/583ba618c9fb4372b27c3911ce7e96f7.JPG,4128514.7,6,0.0,29,主要是增加提前还款概率，来提高收益率，建仓和加仓神器。,0,果汁分你一半,0,--,0,--,0,--,,0.1029,5,5681,提前好福气,0
200,https://jc01.info.user.ppdai.com/776c2f4fe7a54a9d97fd9032eec5d55e.jpg,31981827.0,7,0.0,28,高息赔标，欢迎使用,0,小蓝,0,--,0,--,0,--,,0.1036,36,4346,高息赔标,0
200,https://jc01.info.user.ppdai.com/e6a77b09b2c64711814c10c4918865d8.jpg,3508562.7,7,0.0,28,学历认证陪标,0,慢慢长大,0,--,0,--,0,--,,0.105,41,4044,学历认证陪标,0
200,https://jc01.info.user.ppdai.com/d03d7239ffd44adc8201b1bdd8656aac.jpg,1501947.9667,6,0.0,28,小金额无逾期策略,0,懒猫,0,--,0,--,0,--,,0.1037,14,4705,小崽崽2,0
200,https://jc01.info.user.ppdai.com/a10a1f1e88e54a5097b9e74a1a7b6446.jpg,4042376.7,6,0.0,27,6月陪标,0,aitpi,0,--,0,--,0,--,,0.1037,9,5427,6陪,0
200,https://jc01.info.user.ppdai.com/21d88b59529944849a2d5e8d47001353.png,23248503.1333,6,0.0,25,期限6个月以下的短期赔。,0,岁进斗金,0,--,0,--,0,--,,0.103,4,5674,短期陪标——马托,0
200,https://jc01.info.user.ppdai.com/aa98d91e7b9b4e47a1243195b11f6c19.jpg,22549713.4,6,0.0,25,本策略只投6月以下的标的，利息10.5起投，回款快,0,会计师,0,--,0,--,0,--,,0.1032,51,3835,短期宝2号,0
200,https://jc01.info.user.ppdai.com/e5235d91c1a44443a886f60a660fdb75.png,3885020.8,6,0.0,25,学历陪标,0,最好的我们,0,--,0,--,0,--,,0.1036,36,4355,3-6月陪标,0
200,https://jc01.info.user.ppdai.com/2929b972e876407285d0c76090302f27.png,14668664.0333,6,0.0,23,专投6月高息赔,0,爱我中华,0,--,0,--,0,--,,0.105,16,5151,六月高赔,0
200,https://jc01.info.user.ppdai.com/c623bff17795401ba67cc48005d5f000.png,3288084.8333,8,0.0,23,精选赔标，加仓以备不时之需,0,BlueEyes,0,--,0,--,0,--,,0.1036,51,3767,BE精选之AA标,0
200,https://jc01.info.user.ppdai.com/a8bc6a4d566f4dc28a2c38cdfbd35375.jpg,15187612.4,6,0.0,22,此策略投AA，快速高效稳定。,0,高息低逾一号,0,--,0,--,0,--,,0.1034,24,4875,AA投标快-准-稳,0
200,https://jc01.info.user.ppdai.com/1477b89c23cb4fdea18f7130d0ff68fe.jpg,3671201.8,8,0.0,22,魔镜等级：AA,0,明镜止水,0,--,0,--,0,--,,0.1036,8,5518,赔标策略,0
200,https://jc01.info.user.ppdai.com/0f50c8258ad3444888e0e602438e5b98.png,22549713.4,6,0.0,21,通过精投短期高息标，来增加一个周期内的复利次数，来提高稳定收益,0,嗨皮男孩,0,--,0,--,0,--,,0.1032,40,4112,高复利陪标,0
200,https://jc01.info.user.ppdai.com/ec4b2cd3e777457e9925627b3c400c1f.png,9179506.3,12,0.0,21,12月赔标，搞活动专用。,0,散步的鱼,0,--,0,--,0,--,,0.105,15,5121,12月赔,0
200,https://jc01.info.user.ppdai.com/1fc38dc7b75a473ba125f74156ca38c5.jpg,7591231.2333,8,0.0,21,本策略会不断优化，持续提高提前还款概率,0,聪明的投资者,0,--,0,--,0,--,,0.1037,12,5328,提前还款致富标,0
200,https://jc01.info.user.ppdai.com/062f01d13fdf43318568fd10baa53475.jpg,1095620.2,6,0.0,21,3到6月赔标,0,淡彩,0,--,0,--,0,--,,0.1032,16,4903,3到6月赔标,0
200,https://jc01.info.user.ppdai.com/2d285f63486d440f80da3a6bfd2e9843.jpg,23248503.1333,6,0.0,20,6月内短期赔，散标站岗时用用。,0,清清草,0,--,0,--,0,--,,0.103,2,5759,1-6月AA标,0
200,https://jc01.info.user.ppdai.com/0ce19aa382fa4eb68e8f1e837686929d.jpg,9432000.2667,12,0.0,20,鹤舞白沙出品，赔标精选,0,鹤舞白沙,0,--,0,--,0,--,,0.1053,14,5252,高息9~36月赔,0
200,https://jc01.info.user.ppdai.com/f886098ce1cf4ad59c28f2385233d117.png,7591231.2333,8,0.0,19,随机应变的赔标策略,0,韶华倾富,0,--,0,--,0,--,,0.1037,2,5746,随机应变,0
200,https://jc01.info.user.ppdai.com/3cc62e4a9cd446dc9bebe80b1107107a.JPG,3570249.0333,8,0.0,19,赔标策略，专注于首借,0,神龙,0,--,0,--,0,--,,0.1036,24,4889,满堂花小额首借,0
200,https://jc01.info.user.ppdai.com/b19a97d227e24cb2bcbb185525840db5.JPG,23129570.8667,6,0.0,18,只投6月陪标，欢迎大家使用。,0,唯一策略,0,--,0,--,0,--,,0.103,37,4199,第一陪标策略,0
200,https://jc01.info.user.ppdai.com/87a237f90a7341de88ef7cdffa1b0292.jpg,9420633.2,12,0.0,18,活动加仓用，人少更好用~,0,红土地,0,--,0,--,0,--,,0.1053,15,5208,「≥12月活动陪标」,0
200,https://jc01.info.user.ppdai.com/d59c5568b400469d92784afa9a015977.jpg,6457190.1,6,0.0,18,陪标,0,心灵牧场,0,--,0,--,0,--,,0.1035,27,4752,心灵2号,0
200,https://jc01.info.user.ppdai.com/ef534d339d0d47d7beafbfbea1e33f1a.jpg,1092087.6,6,0.0,18,高息AA标，安全，收益高。,0,Jack ,0,--,0,--,0,--,,0.105,37,4286,AA安心标,0
200,https://jc01.info.user.ppdai.com/ae5ebd1509204ba396e5962eac9d1189.jpg,31661496.9,7,0.0,16,小额分散，稳打稳扎，长期坚持，回报优厚！,0,海山一号,0,--,0,--,0,--,,0.1036,2,5515,激荡&水大鱼大,0
200,https://jc01.info.user.ppdai.com/25b4c9d4f6fe4d828bdeffe4d7385f42.jpg,15754257.3333,6,0.0,16,赔标通吃,0,小青年牛牛,0,--,0,--,0,--,,0.1031,9,5484,方舟赔标,0
200,https://jc01.info.user.ppdai.com/78eec68368d749ff8b65613a4b33c403.jpg,14668664.0333,6,0.0,16,6个月内短期标，减少站岗资金，灵活投资,0,沙滩,0,--,0,--,0,--,,0.105,36,4302,短期快赢,0
200,https://jc01.info.user.ppdai.com/8c6b51845b7a4897972d41e174e41872.jpg,1491940.0333,6,0.0,16,信标的标准 ,0,最爱灰太狼,0,--,0,--,0,--,,0.1028,37,4164,灰太狼1号,0
200,https://jc01.info.user.ppdai.com/e4cc133e7bd442dd94aa89dc798ec9e1.png,9432113.6,12,0.0,15,10赔,0,苏州红枫叶,0,--,0,--,0,--,,0.1053,9,5386,济舟一号赔标,0
200,https://jc01.info.user.ppdai.com/35213bd2472641d3a7df928825736d79.jpg,3237651.0,6,0.0,15,1年期以内的赔标，追求提前还款来进一步提高收益率。,0,狙击手,0,--,0,--,0,--,,0.1027,6,5623,狙击赔标2号,0
200,https://jc01.info.user.ppdai.com/77da55f43db44a10ad87d8ea8154c158.jpg,31981827.0,7,0.0,14,6月以上免费陪标速投,0,webstag,0,--,0,--,0,--,,0.1036,1,5837,6月以上免费陪标速投,0
200,https://jc01.info.user.ppdai.com/93b2e425960045b1a820410567f3be95.jpg,9370516.8667,7,0.0,14,年轻女性借款人,0,时间+复利,0,--,0,--,0,--,,0.1038,7,5572,精选女陪标,0
200,https://jc01.info.user.ppdai.com/1dc00b4dd8c14130a8c32737c0e98015.png,1873759.2667,6,0.0,14,赔标的要求就是提前还款的多，本策略注重还款人提前还款的概率,0,带你飞,0,--,0,--,0,--,,0.1033,41,4020,小额赔标,0
200,https://jc01.info.user.ppdai.com/d7c0a9c348724316aa6adb2444f4de03.jpg,22549713.4,6,0.0,13,就投短期陪标,0,秋天,0,--,0,--,0,--,,0.1032,12,5337,短平快,0
200,https://jc01.info.user.ppdai.com/a0edd0a9b08b4970a78d2e475f61784c.jpg,22549713.4,6,0.0,13,≤6个月赔标,0,绝世好妈,0,--,0,--,0,--,,0.1032,1,5819,≤6个月赔标,0
200,https://jc01.info.user.ppdai.com/bf32d728c38e42eab408dc6f2b3fa317.png,17603382.7667,7,0.0,13,赔标也要精挑细选，不满足于10.5,0,云龙,0,--,0,--,0,--,,0.1033,28,4713,云龙稳健一号,0
200,https://jc01.info.user.ppdai.com/5a1d10c413a64ef1bb8c84b03abb3418.png,14668664.0333,6,0.0,13,短期6月赔,0,眼镜,0,--,0,--,0,--,,0.105,1,5828,6月赔AA,0
200,https://jc01.info.user.ppdai.com/69d437b4440e4a88825a67c0ddf13009.jpg,7551711.8667,6,0.0,13,6月，赔标，女性,0,Blue,0,--,0,--,0,--,,0.1034,2,5784,6月AA,0
200,https://jc01.info.user.ppdai.com/54b9acaa3a1241079ffd7a41a3911f5c.jpg,4542553.3667,7,0.0,13,12个月内10%起优选赔标,0,邦哥,0,--,0,--,0,--,,0.1037,9,5442,空悟之邦1_赔,0
200,https://jc01.info.user.ppdai.com/8e9f708cc1d24a76a6e8b310db38bebc.jpg,1325434.0667,6,0.0,12,泡泡财富信用,0,泡泡,0,--,0,--,0,--,,0.1038,8,5471,泡泡财富信用,0
200,https://jc01.info.user.ppdai.com/8d87befadb4544a2b63c295c77ecfca3.jpg,24100664.3,8,0.0,10,参加活动策略,0,superred,0,--,0,--,0,--,,0.1051,15,4839,活动赔,0
200,https://jc01.info.user.ppdai.com/7e6c0970c9c746cf95865f9f1d04c10f.jpg,11821566.9,7,0.0,10,专投女性,0,恭喜发财,0,--,0,--,0,--,,0.1036,9,5425,专投女性,0
200,https://jc01.info.user.ppdai.com/7496a20dbb914dfeaf21434f30d224ef.jpg,3228136.6667,12,0.0,10,自用策略 欢迎使用,0,神奇的熊猫,0,--,0,--,0,--,,0.105,16,4943,加仓自用,0
200,https://jc01.info.user.ppdai.com/aa24d0084435465aa08618a6ee6634df.png,31981827.0,7,0.0,9,根据官方利率，随时调整。,0,浪淘沙,0,--,0,--,0,--,,0.1036,7,5570,浪淘沙【赔标】,0
200,https://jc01.info.user.ppdai.com/98c05fc211f54fa2ace27947be7070c1.jpg,9432000.2667,12,0.0,9,"陪标只选最高利率,拍拍只要最稳赔标",0,彩虹周,0,--,0,--,0,--,,0.1053,9,5396,9-36月高息宝,0
200,https://jc01.info.user.ppdai.com/9d3ffc0753a246f28fb673a2fd1f0e0b.jpg,7881049.3667,6,0.0,9,相信我，一起共赢,0,ELLA,0,--,0,--,0,--,,0.1,0,5850,看得见的收益.,0
200,https://jc01.info.user.ppdai.com/698fb26e3a0a470193265bf4696e925f.png,4677834.6,7,0.0,9,3-36个月学历陪标,0,最好的一切,0,--,0,--,0,--,,0.1037,35,4431,陪标学历,0
200,https://jc01.info.user.ppdai.com/733a415c140e498992047c4ffeaaac71.png,4049829.3667,6,0.0,9,小额短期提前标,0,财富前行,0,--,0,--,0,--,,0.1031,2,5749,小额短期提前标,0
200,https://jc01.info.user.ppdai.com/d4c1aa0ae49d4244b35a9bf2436f80e6.jpg,1730166.7333,6,0.0,9,只投35岁以下男女，六月小额赔标。争取秒还，优化收益,0,暗香,0,--,0,--,0,--,,0.105,41,4076,最爱六月小额赔,0
200,https://jc01.info.user.ppdai.com/158f136044974303a6381584c537b317.jpg,20110167.8,6,0.0,8,主要投6月赔标,0,空谷清秋,0,--,0,--,0,--,,0.1032,14,5244,稳定赔标,0
