amount,avatarUrl,bidAmountAverage,bidDurationAverage,feeRate,funding,introduction_x,isOpen,nickName,overdueRate30,overdueRate30AverageStr,overdueRate60,overdueRate60AverageStr,overdueRate90,overdueRate90AverageStr,plannerName,rate,runDays,strategyId,strategyTitle,strategyType,Unnamed: 0,Unnamed: 0.1,introduction_y,popularity,sumBidAmount,sumSelfBidAmount,userId,yieldRate,sumBidAmountDetail,registerDate
200,https://jc01.info.user.ppdai.com/e1800735498a4c1da8c328c0e24b2c4f.jpg,10554247.6,6,0.0,30,无长期逾期的陪标策略，降低逾期风险。,0,行大运,0,--,0,--,0,--,,0.105,98,3140,行大运的陪标3,0,163,163,有丰富的P2P投资经验，2015年开始投资PPD，对自动投标策略有长期的使用经验和独到见解，路遥知马力，日久见人心。,134,3164994.0,755990.0,8491375,15.310000000000002,11884959,2015-09-04
200,https://jc01.info.user.ppdai.com/bdb94e2713454f65b14d97c166d27429.jpg,32560635.5667,7,0.0,29,大标量赔标策略。,0,持之以恒,0,--,0,--,0,--,,0.1035,1,5863,大平洋一号,0,230,230,计算机专业，擅长数据分析。2016年开始投资拍拍贷，走过一些弯路，也因此积累了宝贵的经验和原始数据，目标是希望获得持续和稳定的收益。,38,838499.0,66197.0,18103170,13.63,4159616,2016-01-08
200,https://jc01.info.user.ppdai.com/583ba618c9fb4372b27c3911ce7e96f7.JPG,4128514.7,6,0.0,29,主要是增加提前还款概率，来提高收益率，建仓和加仓神器。,0,果汁分你一半,0,--,0,--,0,--,,0.1029,5,5681,提前好福气,0,120,120,近2年投资经验，自用策略，大家放心使用。,316,2274859.0,53213.0,43197859,15.79,6158700,2017-01-25
200,https://jc01.info.user.ppdai.com/776c2f4fe7a54a9d97fd9032eec5d55e.jpg,31981827.0,7,0.0,28,高息赔标，欢迎使用,0,小蓝,0,--,0,--,0,--,,0.1036,36,4346,高息赔标,0,169,169,本人2012年开始投资拍拍贷，有六年的投资经验，经过六年的投资能够很好的把握某些数据对逾期的影响，能够很好的控制逾期比例，达到高收益,112,1676609.0,122415.0,895761,16.66,2693716,2012-10-29
200,https://jc01.info.user.ppdai.com/e6a77b09b2c64711814c10c4918865d8.jpg,3508562.7,7,0.0,28,学历认证陪标,0,慢慢长大,0,--,0,--,0,--,,0.105,41,4044,学历认证陪标,0,43,43,2012年注册拍拍贷，5年投资拍拍贷经历，擅长数据挖掘。作风稳健。本策略自用为主，不追求投标量！,998,17910646.0,760701.0,899416,14.94,13989706,2012-11-03
200,https://jc01.info.user.ppdai.com/d03d7239ffd44adc8201b1bdd8656aac.jpg,1501947.9667,6,0.0,28,小金额无逾期策略,0,懒猫,0,--,0,--,0,--,,0.1037,14,4705,小崽崽2,0,208,208,我已经在拍拍贷投资三年了，积攒了丰富的投资经验，一直保持着不错的收益,53,2441897.0,134030.0,25972700,16.259999999999998,5944430,2016-06-12
200,https://jc01.info.user.ppdai.com/a10a1f1e88e54a5097b9e74a1a7b6446.jpg,4042376.7,6,0.0,27,6月陪标,0,aitpi,0,--,0,--,0,--,,0.1037,9,5427,6陪,0,225,225,自用策略，欢迎试用,41,1771233.0,118882.0,40755939,13.61,3424098,2016-12-29
200,https://jc01.info.user.ppdai.com/21d88b59529944849a2d5e8d47001353.png,23248503.1333,6,0.0,25,期限6个月以下的短期赔。,0,岁进斗金,0,--,0,--,0,--,,0.10300000000000001,4,5674,短期陪标——马托,0,185,185,路遥知马力，马托,80,1466434.0,30924.0,66651250,17.25,3431287,2017-10-07
200,https://jc01.info.user.ppdai.com/aa98d91e7b9b4e47a1243195b11f6c19.jpg,22549713.4,6,0.0,25,本策略只投6月以下的标的，利息10.5起投，回款快,0,会计师,0,--,0,--,0,--,,0.1032,51,3835,短期宝2号,0,162,162,作为一名会计师，长期致力于大数据统计分析，对拍拍贷散标积累了丰富的投资经验。策略宗旨：条件严苛，不求数量，追求收益，只为自用。,138,1210013.0,176757.0,23341481,13.36,3265582,2016-05-01
200,https://jc01.info.user.ppdai.com/e5235d91c1a44443a886f60a660fdb75.png,3885020.8,6,0.0,25,学历陪标,0,最好的我们,0,--,0,--,0,--,,0.1036,36,4355,3-6月陪标,0,229,229,6年来专注拍拍贷信用标投资分析，累计年华收益率20+,39,647116.0,3150.0,905225,19.71,3618561,2012-11-09
200,https://jc01.info.user.ppdai.com/2929b972e876407285d0c76090302f27.png,14668664.0333,6,0.0,23,专投6月高息赔,0,爱我中华,0,--,0,--,0,--,,0.105,16,5151,六月高赔,0,188,188,多年投资经验，2016年进入拍拍贷后，通过不断的投标，对坏账的分析，取的了不错的投标收益。成为策略师后，希望给大家分析自己的收获，帮助更多人提高收益。,77,1607377.0,24838.0,18125895,18.21,3326366,2016-01-08
200,https://jc01.info.user.ppdai.com/c623bff17795401ba67cc48005d5f000.png,3288084.8333,8,0.0,23,精选赔标，加仓以备不时之需,0,BlueEyes,0,--,0,--,0,--,,0.1036,51,3767,BE精选之AA标,0,86,86,会计出生，喜欢研究各种数据，从杂乱无章中找出规律和线索，这也是拍拍贷信标的乐趣所在,516,32022326.0,470978.0,31897898,17.4,3945640,2016-09-05
200,https://jc01.info.user.ppdai.com/a8bc6a4d566f4dc28a2c38cdfbd35375.jpg,15187612.4,6,0.0,22,此策略投AA，快速高效稳定。,0,高息低逾一号,0,--,0,--,0,--,,0.1034,24,4875,AA投标快-准-稳,0,260,260,投资综合年华收益18%+,24,914362.0,350.0,6574702,19.41,2172550,2015-06-02
200,https://jc01.info.user.ppdai.com/1477b89c23cb4fdea18f7130d0ff68fe.jpg,3671201.8,8,0.0,22,魔镜等级：AA,0,明镜止水,0,--,0,--,0,--,,0.1036,8,5518,赔标策略,0,92,92,多年投资经验，擅长IT信息技术和数据分析。作风稳健，追求稳定的收益。拍拍贷论坛2018年4月单月账单奖的第三名。更多信息请看本页面的“策略师说”。,484,8339056.0,666331.0,53490111,17.82,5692255,2017-05-27
200,https://jc01.info.user.ppdai.com/0f50c8258ad3444888e0e602438e5b98.png,22549713.4,6,0.0,21,通过精投短期高息标，来增加一个周期内的复利次数，来提高稳定收益,0,嗨皮男孩,0,--,0,--,0,--,,0.1032,40,4112,高复利陪标,0,249,249,自14年注册拍拍贷以来，自己始终谨慎谨微，珍惜自己的每一丁点的血汗，功夫不负有心人，自己琢磨的一些策略，一直保持在15%收益上下（追求再高一些的收益就只有另请高就了）。没有经过几年的收集和沉淀，不敢面人,32,301155.0,32363.0,3616308,14.92,5844381,2014-09-09
200,https://jc01.info.user.ppdai.com/ec4b2cd3e777457e9925627b3c400c1f.png,9179506.3,12,0.0,21,12月赔标，搞活动专用。,0,散步的鱼,0,--,0,--,0,--,,0.105,15,5121,12月赔,0,133,133,三年拍拍投资经验，累计投资1500万，收益18+以上。,273,1819166.0,98692.0,25518598,19.38,25000296,2016-06-05
200,https://jc01.info.user.ppdai.com/1fc38dc7b75a473ba125f74156ca38c5.jpg,7591231.2333,8,0.0,21,本策略会不断优化，持续提高提前还款概率,0,聪明的投资者,0,--,0,--,0,--,,0.1037,12,5328,提前还款致富标,0,154,154,本人专注信用标自定义投资多年，争做18%+金牌策略，带领大家一起做聪明的投资者！,176,2469889.0,4200.0,29773335,18.71,8826437,2016-08-07
200,https://jc01.info.user.ppdai.com/062f01d13fdf43318568fd10baa53475.jpg,1095620.2,6,0.0,21,3到6月赔标,0,淡彩,0,--,0,--,0,--,,0.1032,16,4903,3到6月赔标,0,232,232,入驻拍拍贷投资一年多，通过精心研究信用投标策略，获得了令人满意的年化收益率,37,186507.0,120317.0,53938421,22.54,2585798,2017-06-01
200,https://jc01.info.user.ppdai.com/2d285f63486d440f80da3a6bfd2e9843.jpg,23248503.1333,6,0.0,20,6月内短期赔，散标站岗时用用。,0,清清草,0,--,0,--,0,--,,0.10300000000000001,2,5759,1-6月AA标,0,183,183,拍拍贷最好玩也是很费神的是选标，几乎各种类型的标都投过，有收获也有教训。因为一直是坚持自定义投标，所以对如何选标有自己的策略和见解。申请策略师是为了多一个途径研究拍拍贷，能更好地投标和取得好成绩。,84,589550.0,37505.0,42206468,20.0,4188473,2017-01-14
200,https://jc01.info.user.ppdai.com/0ce19aa382fa4eb68e8f1e837686929d.jpg,9432000.2667,12,0.0,20,鹤舞白沙出品，赔标精选,0,鹤舞白沙,0,--,0,--,0,--,,0.1053,14,5252,高息9~36月赔,0,156,156,计算机网络专业，曾任职财务总监，对数据有深入洞察力，喜欢研究拍拍贷优质策略，挖掘其中有价值的规律，并经过长期实践验证，形成优中选优的策略。投资口号：站在巨人的肩膀，你会看得更远！,161,1476699.0,59668.0,38154418,16.81,3724898,2016-11-26
200,https://jc01.info.user.ppdai.com/f886098ce1cf4ad59c28f2385233d117.png,7591231.2333,8,0.0,19,随机应变的赔标策略,0,韶华倾富,0,--,0,--,0,--,,0.1037,2,5746,随机应变,0,23,23,网贷7年，多账号总投资过千万，擅长在标量和逾期率中寻找最佳平衡点，寻找优质标，策略有时会满员，关注并点开“策略师说”，会有邀请码和策略变更说明,1314,49068078.0,298331.0,19317831,19.01,6624804,2016-02-02
200,https://jc01.info.user.ppdai.com/3cc62e4a9cd446dc9bebe80b1107107a.JPG,3570249.0333,8,0.0,19,赔标策略，专注于首借,0,神龙,0,--,0,--,0,--,,0.1036,24,4889,满堂花小额首借,0,196,196,10多年理财经验，收益颇丰，有完整的一年多个自定义策略运行结果，最近一年实际计算收益率在17左右,63,1910039.0,155344.0,63043789,17.5,6232661,2017-09-01
200,https://jc01.info.user.ppdai.com/b19a97d227e24cb2bcbb185525840db5.JPG,23129570.8667,6,0.0,18,只投6月陪标，欢迎大家使用。,0,唯一策略,0,--,0,--,0,--,,0.10300000000000001,37,4199,第一陪标策略,0,200,200,"本人通过大数据分析策略，将自己当月收益率从3月份8.5%提升到了8月份的20%,每月还在稳固提高。通过不断优化，已分析出多个稳定，高收益的策略。",60,1323795.0,86864.0,6289298,17.580000000000002,2405205,2015-05-14
200,https://jc01.info.user.ppdai.com/87a237f90a7341de88ef7cdffa1b0292.jpg,9420633.2,12,0.0,18,活动加仓用，人少更好用~,0,红土地,0,--,0,--,0,--,,0.1053,15,5208,「≥12月活动陪标」,0,168,168,拍拍贷的超级铁粉~,112,2523056.0,593563.0,45605360,16.56,16476100,2017-03-01
200,https://jc01.info.user.ppdai.com/d59c5568b400469d92784afa9a015977.jpg,6457190.1,6,0.0,18,陪标,0,心灵牧场,0,--,0,--,0,--,,0.1035,27,4752,心灵2号,0,246,246,投资拍拍贷3年，投资600多万元，80%以上为信用标，选标经验丰富，取得了不错的收益。,32,969093.0,221361.0,4975018,16.939999999999998,7100474,2015-01-13
200,https://jc01.info.user.ppdai.com/ef534d339d0d47d7beafbfbea1e33f1a.jpg,1092087.6,6,0.0,18,高息AA标，安全，收益高。,0,Jack ,0,--,0,--,0,--,,0.105,37,4286,AA安心标,0,79,79,老用户，一直坚持散标投资。收益稳定，逾期低。,557,3306521.0,369354.0,821707,14.44,7158201,2012-08-31
200,https://jc01.info.user.ppdai.com/ae5ebd1509204ba396e5962eac9d1189.jpg,31661496.9,7,0.0,16,小额分散，稳打稳扎，长期坚持，回报优厚！,0,海山一号,0,--,0,--,0,--,,0.1036,2,5515,激荡&水大鱼大,0,256,256,本人常年从事财经类工作，有经济师和会计师职称，对国家财政金融政策的趋势走向有独到的见解，主张通过投资分享国家发展的红利。,26,279599.0,0.0,51146929,13.19,5559719,2017-05-02
200,https://jc01.info.user.ppdai.com/25b4c9d4f6fe4d828bdeffe4d7385f42.jpg,15754257.3333,6,0.0,16,赔标通吃,0,小青年牛牛,0,--,0,--,0,--,,0.1031,9,5484,方舟赔标,0,206,206,从2015年在家人的影响下来到拍拍贷，马上4年整了，从开初的只敢赔标，到后来的赔、信混合，到现在逐步全信，感谢拍拍贷让我有了财富的收获，学到了很多东西，我会一直坚持下去的。,54,1794147.0,127857.0,5013590,15.53,24874783,2015-01-17
200,https://jc01.info.user.ppdai.com/78eec68368d749ff8b65613a4b33c403.jpg,14668664.0333,6,0.0,16,6个月内短期标，减少站岗资金，灵活投资,0,沙滩,0,--,0,--,0,--,,0.105,36,4302,短期快赢,0,64,64,长江后浪推前浪！拍拍贷九年老用户，铁杆投资人，您值得信赖！,727,5111846.0,226558.0,63752,14.18,9824958,2009-02-03
200,https://jc01.info.user.ppdai.com/8c6b51845b7a4897972d41e174e41872.jpg,1491940.0333,6,0.0,16,信标的标准 ,0,最爱灰太狼,0,--,0,--,0,--,,0.1028,37,4164,灰太狼1号,0,152,152,多年各种P2P平台理财经验,187,2503932.0,266888.0,22172815,13.79,4527252,2016-04-10
200,https://jc01.info.user.ppdai.com/e4cc133e7bd442dd94aa89dc798ec9e1.png,9432113.6,12,0.0,15,10赔,0,苏州红枫叶,0,--,0,--,0,--,,0.1053,9,5386,济舟一号赔标,0,136,136,多年拍拍投资经历，目前累计年化收益19%+,260,2750997.0,74178.0,29151882,20.12,5575337,2016-07-29
200,https://jc01.info.user.ppdai.com/35213bd2472641d3a7df928825736d79.jpg,3237651.0,6,0.0,15,1年期以内的赔标，追求提前还款来进一步提高收益率。,0,狙击手,0,--,0,--,0,--,,0.1027,6,5623,狙击赔标2号,0,173,173,工作中长期与数字打交道，有多年的股票、ETF指数基金的交易经历，2016年初开始投资网贷，最终发现拍拍贷才是纯粹的P2P，现在主要自定义投信用标。,107,533498.0,190511.0,61969199,16.05,3388098,2017-08-22
200,https://jc01.info.user.ppdai.com/77da55f43db44a10ad87d8ea8154c158.jpg,31981827.0,7,0.0,14,6月以上免费陪标速投,0,webstag,0,--,0,--,0,--,,0.1036,1,5837,6月以上免费陪标速投,0,275,275,加入拍拍贷8年，多年拍拍投资经验，本人IT男，善于数据分析来判断标的风险，由于之前陪标比较多综合收益不高，不过信标保持稳定收益。,18,142941.0,44035.0,192856,15.56,2750841,2010-01-22
200,https://jc01.info.user.ppdai.com/93b2e425960045b1a820410567f3be95.jpg,9370516.8667,7,0.0,14,年轻女性借款人,0,时间+复利,0,--,0,--,0,--,,0.1038,7,5572,精选女陪标,0,210,210,科学家爱因斯坦说过：世界上最厉害的武器不是原子弹，而是“时间+复利”。复利是人类已知的世界第八大奇迹！2011年接触网贷，4年拍拍贷投资经验，程序化投资，共创资本复利的价值！,52,1081466.0,112048.0,15667598,15.87,5687334,2015-11-10
200,https://jc01.info.user.ppdai.com/1dc00b4dd8c14130a8c32737c0e98015.png,1873759.2667,6,0.0,14,赔标的要求就是提前还款的多，本策略注重还款人提前还款的概率,0,带你飞,0,--,0,--,0,--,,0.1033,41,4020,小额赔标,0,134,134,投资p2p多年，有丰富的理财经验。喜欢拍拍贷散标形式，保持稳定增长收益。,267,1744203.0,185412.0,51665293,26.72,3125471,2017-05-08
200,https://jc01.info.user.ppdai.com/d7c0a9c348724316aa6adb2444f4de03.jpg,22549713.4,6,0.0,13,就投短期陪标,0,秋天,0,--,0,--,0,--,,0.1032,12,5337,短平快,0,65,65,作为金融学研究生的专业人士，各种投资经历已有十多年。在拍拍贷三年多的投资经验，管理的几个账号总投出了上千万金额，摸索着各种维度优劣。分享高收益低逾期率策略，一起获取满意的投资回报吧！,719,2414165.0,170343.0,25313049,18.49,7482621,2016-06-02
200,https://jc01.info.user.ppdai.com/a0edd0a9b08b4970a78d2e475f61784c.jpg,22549713.4,6,0.0,13,≤6个月赔标,0,绝世好妈,0,--,0,--,0,--,,0.1032,1,5819,≤6个月赔标,0,54,54,2016年9月开始使用自定义策略，积累了丰富的选标经验，取得了较高的收益。,883,5012518.0,101435.0,29033788,18.85,4850344,2016-07-27
200,https://jc01.info.user.ppdai.com/bf32d728c38e42eab408dc6f2b3fa317.png,17603382.7667,7,0.0,13,赔标也要精挑细选，不满足于10.5,0,云龙,0,--,0,--,0,--,,0.1033,28,4713,云龙稳健一号,0,252,252,"20余年证券投资经验,自定义策略,自有资金投资信用标",28,1633777.0,217312.0,24466571,14.54,4890893,2016-05-20
200,https://jc01.info.user.ppdai.com/5a1d10c413a64ef1bb8c84b03abb3418.png,14668664.0333,6,0.0,13,短期6月赔,0,眼镜,0,--,0,--,0,--,,0.105,1,5828,6月赔AA,0,18,18,投资拍拍贷2年多，从刚开始的手动选标，到自定义策略选标，对各种纬度深刻了解，掌握大量数据，来做出高收益低逾期的策略。,1431,34711780.0,54002.0,16295340,19.83,4223250,2015-11-25
200,https://jc01.info.user.ppdai.com/69d437b4440e4a88825a67c0ddf13009.jpg,7551711.8667,6,0.0,13,6月，赔标，女性,0,Blue,0,--,0,--,0,--,,0.1034,2,5784,6月AA,0,203,203,拍拍贷多年投资经验，散标经验丰富，收益稳定。,56,665959.0,207115.0,33362360,19.57,14675291,2016-09-25
200,https://jc01.info.user.ppdai.com/54b9acaa3a1241079ffd7a41a3911f5c.jpg,4542553.3667,7,0.0,13,12个月内10%起优选赔标,0,邦哥,0,--,0,--,0,--,,0.1037,9,5442,空悟之邦1_赔,0,269,269,不断探索，创就策略高峰[中国上海*国内著名企业数据技术专家],20,885929.0,97577.0,9590091,15.409999999999998,5409444,2015-10-11
200,https://jc01.info.user.ppdai.com/8e9f708cc1d24a76a6e8b310db38bebc.jpg,1325434.0667,6,0.0,12,泡泡财富信用,0,泡泡,0,--,0,--,0,--,,0.1038,8,5471,泡泡财富信用,0,264,264,与拍拍一同成长。,23,287104.0,51692.0,652392,15.909999999999998,38667602,2012-02-26
200,https://jc01.info.user.ppdai.com/8d87befadb4544a2b63c295c77ecfca3.jpg,24100664.3,8,0.0,10,参加活动策略,0,superred,0,--,0,--,0,--,,0.1051,15,4839,活动赔,0,174,174,各个账户累计投标上千万，严控逾期,103,1791346.0,103579.0,45606083,19.27,4413593,2017-03-01
200,https://jc01.info.user.ppdai.com/7e6c0970c9c746cf95865f9f1d04c10f.jpg,11821566.9,7,0.0,10,专投女性,0,恭喜发财,0,--,0,--,0,--,,0.1036,9,5425,专投女性,0,189,189,自用策略，放心使用！想要高收益，本策略为你保驾护抗。,75,2171126.0,280974.0,21336823,18.26,5194651,2016-03-26
200,https://jc01.info.user.ppdai.com/7496a20dbb914dfeaf21434f30d224ef.jpg,3228136.6667,12,0.0,10,自用策略 欢迎使用,0,神奇的熊猫,0,--,0,--,0,--,,0.105,16,4943,加仓自用,0,215,215,升维思考 降维行动 精进自己 分享大家,48,941797.0,185522.0,28956690,12.17,5228856,2016-07-26
200,https://jc01.info.user.ppdai.com/aa24d0084435465aa08618a6ee6634df.png,31981827.0,7,0.0,9,根据官方利率，随时调整。,0,浪淘沙,0,--,0,--,0,--,,0.1036,7,5570,浪淘沙【赔标】,0,129,129,职业金融投资人，多年金融投资经验，对P2P投资有深入的研究和独特的见解。通过大量数据多维度的层层筛选，已经形成一套完善的投资策略。能在稳定的前提下实现较高的投资收益。欢迎大家前来体验。,286,2244692.0,476025.0,17012040,18.55,3592634,2015-12-12
200,https://jc01.info.user.ppdai.com/98c05fc211f54fa2ace27947be7070c1.jpg,9432000.2667,12,0.0,9,"陪标只选最高利率,拍拍只要最稳赔标",0,彩虹周,0,--,0,--,0,--,,0.1053,9,5396,9-36月高息宝,0,224,224,"投资拍拍贷多年,从赔标到信用标,一步一个脚印,稳健投资.",42,410545.0,18646.0,32821925,16.619999999999994,2172490,2016-09-18
200,https://jc01.info.user.ppdai.com/9d3ffc0753a246f28fb673a2fd1f0e0b.jpg,7881049.3667,6,0.0,9,相信我，一起共赢,0,ELLA,0,--,0,--,0,--,,0.1,0,5850,看得见的收益.,0,304,304,投资拍拍3年，收益颇丰，相信我，你也能做到。,8,29178.0,4290.0,35498178,13.73,3159434,2016-10-24
200,https://jc01.info.user.ppdai.com/698fb26e3a0a470193265bf4696e925f.png,4677834.6,7,0.0,9,3-36个月学历陪标,0,最好的一切,0,--,0,--,0,--,,0.1037,35,4431,陪标学历,0,247,247,专注信用标投资分析，注册至今，3年累年年华收益率21.2%,32,966199.0,84748.0,16456617,19.47,3323156,2015-11-29
200,https://jc01.info.user.ppdai.com/733a415c140e498992047c4ffeaaac71.png,4049829.3667,6,0.0,9,小额短期提前标,0,财富前行,0,--,0,--,0,--,,0.1031,2,5749,小额短期提前标,0,193,193,长期稳定投资拍拍贷，通过对大数据，尝试过各种策略自定义，现在能很好的避免不良维度对标质量的影响，保证质量的情况下提高标量，本人收益受陪标影响会显的偏低,72,883697.0,310070.0,38048926,18.76,5788380,2016-11-24
200,https://jc01.info.user.ppdai.com/d4c1aa0ae49d4244b35a9bf2436f80e6.jpg,1730166.7333,6,0.0,9,只投35岁以下男女，六月小额赔标。争取秒还，优化收益,0,暗香,0,--,0,--,0,--,,0.105,41,4076,最爱六月小额赔,0,82,82,拍拍每天都在创新，每天进步一点点。投资拍拍，深刻体会终身学习，积极进取才是拍拍永恒主题。,551,9618792.0,189120.0,42847283,18.41,3513172,2017-01-20
200,https://jc01.info.user.ppdai.com/158f136044974303a6381584c537b317.jpg,20110167.8,6,0.0,8,主要投6月赔标,0,空谷清秋,0,--,0,--,0,--,,0.1032,14,5244,稳定赔标,0,237,237,在拍拍贷投资多年，最大的感受就是稳，其次收益高。,36,89977.0,3270.0,4598324,13.51,4209844,2014-12-08
